customer_age,order_amount,previous_orders,previous_returns,previous_refunds,delivery_days,discount_percentage,customer_account_age_days,orders_last_30_days,returns_last_90_days,return_rate,refund_rate,payment_method,product_category,return_risk
42,1600.18,12,0,0,2,7.45,1240,6,2,0.0784,0.022,Debit Card,Electronics,1
37,1780.73,3,1,0,4,11.43,574,4,1,0.3404,0.0848,UPI,Fashion,1
32,1691.23,6,4,2,5,17.76,295,2,1,0.5146,0.3201,UPI,Accessories,1
20,941.65,9,2,2,4,21.16,354,8,3,0.2463,0.2246,Cash on Delivery,Electronics,0
49,1560.93,9,0,0,2,31.39,604,1,2,0.1792,0.0481,Cash on Delivery,Accessories,0
43,952.79,7,1,1,4,41.48,293,9,1,0.2248,0.1358,UPI,Fashion,1
24,1089.5,12,0,0,5,9.16,1253,1,0,0.0069,0.047,Credit Card,Grocery,0
47,1567.87,8,1,0,2,17.23,611,3,1,0.1446,0.0262,Credit Card,Fashion,0
28,959.5,9,0,0,2,13.83,1163,3,0,0.0523,0.0672,Credit Card,Fashion,0
28,5617.07,4,2,1,5,34.92,356,4,4,0.5416,0.2454,UPI,Accessories,0
37,446.16,3,0,0,3,29.78,784,0,1,0.1386,0.0661,UPI,Fashion,0
26,994.17,5,1,1,5,28.44,711,6,2,0.2698,0.2332,UPI,Accessories,1
23,1282.8,13,1,0,2,20.23,1232,1,0,0.0553,0.0188,Debit Card,Beauty,0
33,1800.12,6,0,0,5,29.57,664,5,1,0.1097,0.0476,Credit Card,Beauty,1
38,2100.07,6,3,1,4,14.25,812,2,2,0.5063,0.1657,Debit Card,Electronics,0
33,648.27,7,0,0,3,2.98,1144,4,2,0.1161,0.0272,Debit Card,Accessories,0
29,723.55,4,2,2,7,13.0,71,2,4,0.6031,0.4613,Debit Card,Fashion,1
31,1108.14,5,1,0,4,7.92,771,0,0,0.1827,0.0703,Credit Card,Electronics,0
37,1006.88,7,0,0,3,18.26,889,1,2,0.1917,0.0101,Cash on Delivery,Grocery,0
25,1074.99,8,0,0,3,9.32,422,2,0,0.0764,0.0098,Cash on Delivery,Home,0
26,1162.96,6,1,0,3,12.97,640,1,1,0.217,0.0445,Net Banking,Accessories,0
38,2648.51,12,0,0,5,6.64,1343,1,0,0.0,0.0,Cash on Delivery,Electronics,0
46,1481.59,9,0,0,1,9.56,641,0,0,0.0262,0.0319,UPI,Beauty,0
34,877.32,10,0,0,3,7.02,788,2,1,0.127,0.0186,Cash on Delivery,Fashion,1
39,894.23,7,0,0,3,22.96,682,4,1,0.0989,0.0365,Credit Card,Home,0
41,1708.77,4,0,0,2,18.17,852,1,0,0.0393,0.0718,Credit Card,Electronics,0
41,2217.2,7,1,0,4,11.79,351,2,0,0.1123,0.0264,Cash on Delivery,Electronics,0
25,1645.3,8,2,0,2,2.96,617,2,1,0.2324,0.034,Credit Card,Grocery,0
20,895.84,7,2,2,3,2.21,445,4,2,0.2894,0.3098,Cash on Delivery,Beauty,0
27,638.37,10,1,0,1,16.78,738,1,2,0.2016,0.0,Credit Card,Home,0
28,1684.04,9,1,0,1,22.72,262,4,0,0.1617,0.0368,Cash on Delivery,Electronics,0
51,1571.49,13,0,0,3,7.11,2067,1,2,0.1688,0.028,UPI,Electronics,0
39,1326.21,3,0,0,5,3.89,969,0,0,0.1062,0.0528,Cash on Delivery,Grocery,0
38,3031.65,11,0,0,3,9.58,1083,2,2,0.1474,0.0152,Net Banking,Electronics,0
37,1073.63,4,1,0,3,18.26,1162,2,0,0.1799,0.046,UPI,Electronics,0
29,926.85,6,3,3,7,31.08,607,5,3,0.5115,0.4574,Cash on Delivery,Fashion,1
22,1141.98,7,0,0,4,9.22,914,4,0,0.0808,0.0381,UPI,Fashion,0
51,3302.79,12,0,0,3,13.58,1911,1,0,0.061,0.0,Credit Card,Fashion,0
38,1617.43,5,0,0,1,19.7,524,1,0,0.0623,0.053,Cash on Delivery,Electronics,1
41,1643.71,11,0,0,3,12.03,283,3,1,0.1093,0.053,UPI,Grocery,0
18,4121.02,11,1,1,5,15.69,600,2,0,0.1051,0.1108,UPI,Fashion,0
41,1278.17,13,0,0,3,14.73,1326,1,0,0.0352,0.0125,Debit Card,Beauty,1
31,2123.92,5,0,0,3,13.44,297,4,1,0.0674,0.0565,Cash on Delivery,Fashion,0
22,921.25,3,0,0,5,17.02,736,1,1,0.208,0.0728,UPI,Fashion,0
23,3350.89,7,1,0,6,4.37,260,3,5,0.3745,0.0227,UPI,Electronics,1
25,648.08,16,0,0,4,16.28,497,3,1,0.0929,0.0595,Debit Card,Fashion,0
23,4183.77,5,0,0,3,9.65,1320,1,0,0.0921,0.0605,Credit Card,Grocery,0
22,747.25,15,0,0,5,3.34,1236,2,1,0.081,0.0407,Credit Card,Accessories,1
35,2424.31,11,1,1,3,6.05,267,0,0,0.1194,0.1024,Net Banking,Home,0
31,1220.45,6,0,0,4,15.65,197,4,0,0.0889,0.0434,UPI,Fashion,0
37,723.43,9,1,1,1,19.58,743,3,0,0.1154,0.1089,Credit Card,Fashion,0
49,307.18,7,4,0,1,14.68,756,5,1,0.4201,0.033,UPI,Fashion,0
33,1937.19,7,2,0,4,31.47,625,1,0,0.2207,0.0551,Cash on Delivery,Accessories,0
18,2687.45,8,0,0,1,19.93,343,0,0,0.037,0.0354,Debit Card,Fashion,0
32,1865.54,10,0,0,3,25.74,487,3,0,0.0267,0.0421,UPI,Accessories,0
45,2021.47,4,0,0,2,3.42,1088,3,1,0.0865,0.0897,Cash on Delivery,Beauty,0
33,634.52,7,3,0,3,17.1,239,0,1,0.4292,0.0242,UPI,Electronics,1
48,1243.75,5,1,0,2,12.39,1371,0,1,0.2589,0.1073,Debit Card,Beauty,0
38,2910.75,2,0,0,4,8.09,525,3,0,0.1383,0.0923,UPI,Home,0
18,972.41,6,1,0,3,18.3,2241,2,1,0.2348,0.0415,UPI,Fashion,0
35,1748.09,4,0,0,2,33.55,410,2,0,0.0704,0.0439,Net Banking,Electronics,0
37,1168.74,9,0,0,4,12.71,1000,3,1,0.0941,0.0189,Debit Card,Accessories,0
44,2545.74,7,0,0,3,8.18,2806,2,2,0.1428,0.0487,UPI,Beauty,1
50,2120.84,8,1,1,4,10.94,551,4,0,0.1506,0.1568,UPI,Fashion,0
42,2374.68,9,0,0,2,6.46,719,1,2,0.1593,0.0316,UPI,Grocery,0
38,502.23,5,0,0,2,17.11,1399,0,0,0.0807,0.04,UPI,Accessories,0
18,727.59,6,4,2,6,34.25,479,4,1,0.4926,0.3133,Credit Card,Electronics,1
40,956.36,10,0,0,2,16.85,1174,1,0,0.016,0.028,UPI,Beauty,0
32,3538.78,13,1,0,4,25.26,1360,6,0,0.0393,0.0362,Credit Card,Accessories,0
21,1906.95,6,0,0,3,7.69,1525,3,1,0.0868,0.0008,Cash on Delivery,Fashion,0
34,1952.01,3,0,0,2,9.74,294,4,0,0.1403,0.0748,Net Banking,Home,0
37,917.84,7,0,0,3,11.28,897,7,4,0.1382,0.0409,Cash on Delivery,Home,0
22,1335.81,5,1,0,4,2.49,458,5,2,0.2513,0.0777,Credit Card,Beauty,0
25,1458.01,7,2,1,2,16.84,301,2,2,0.315,0.1471,Credit Card,Fashion,1
23,1556.08,11,0,0,3,10.13,1508,1,2,0.1544,0.0078,UPI,Home,1
46,482.85,12,0,0,3,8.42,670,1,0,0.0357,0.0283,Net Banking,Grocery,0
43,2440.91,4,1,0,4,24.38,913,1,1,0.2798,0.0552,UPI,Electronics,0
22,494.26,12,0,0,1,18.95,902,0,1,0.1274,0.0466,Debit Card,Fashion,0
46,1358.07,11,1,0,5,16.16,605,2,0,0.1117,0.0,UPI,Electronics,0
31,562.38,6,1,0,3,9.18,677,0,1,0.2163,0.0533,Cash on Delivery,Home,1
27,1168.24,8,0,0,3,39.1,441,5,1,0.0413,0.0064,Debit Card,Accessories,0
44,979.31,6,1,0,5,32.82,756,3,1,0.1779,0.055,Credit Card,Home,0
34,689.0,6,0,0,3,7.81,1570,6,0,0.0959,0.0382,Credit Card,Fashion,0
20,2797.23,7,4,0,3,33.06,417,6,4,0.535,0.012,UPI,Electronics,1
51,599.16,13,0,0,3,22.17,1539,4,1,0.0701,0.0399,Credit Card,Electronics,0
34,806.84,5,1,1,4,5.15,228,4,2,0.2887,0.2169,Net Banking,Fashion,1
26,1930.84,6,0,0,2,9.24,556,1,1,0.132,0.0287,UPI,Home,0
18,1798.29,9,0,0,4,5.12,235,1,0,0.0246,0.0657,Debit Card,Electronics,0
31,1034.31,1,0,0,4,14.96,775,2,0,0.2209,0.1939,Cash on Delivery,Accessories,0
41,550.44,9,1,0,3,31.85,246,1,1,0.1857,0.0362,UPI,Fashion,1
26,835.75,8,1,0,4,12.76,583,3,1,0.1546,0.026,Net Banking,Fashion,0
23,1681.14,6,4,1,5,23.45,165,3,1,0.5128,0.2055,Debit Card,Grocery,1
33,1387.91,7,1,1,4,37.37,272,4,1,0.1463,0.1581,Debit Card,Accessories,1
22,490.69,9,2,0,5,13.18,1335,0,0,0.1652,0.0572,Cash on Delivery,Beauty,0
36,601.15,8,0,0,3,7.68,591,0,0,0.0521,0.0116,UPI,Home,0
21,894.23,5,0,0,4,26.13,1073,0,0,0.0484,0.0245,UPI,Grocery,0
37,1622.85,10,0,0,4,22.0,375,1,0,0.0094,0.0,UPI,Accessories,0
31,523.76,8,0,0,1,6.93,1417,1,1,0.0907,0.0272,Debit Card,Electronics,0
38,2225.96,7,0,0,3,21.86,594,2,0,0.0415,0.0368,Debit Card,Fashion,1
22,1274.28,7,1,0,2,14.42,1285,2,0,0.1216,0.0368,UPI,Fashion,1
46,797.91,3,0,0,2,7.92,1422,4,0,0.0632,0.0973,Net Banking,Accessories,0
32,1610.91,12,0,0,2,10.25,617,3,1,0.0821,0.0019,Credit Card,Fashion,0
41,787.67,7,1,0,4,5.83,346,1,1,0.2262,0.0546,UPI,Electronics,1
43,962.14,6,1,0,4,8.35,763,4,1,0.1516,0.036,UPI,Fashion,0
19,2826.17,12,2,1,4,14.53,289,4,6,0.37,0.0785,UPI,Grocery,0
24,899.52,5,0,0,4,8.99,376,1,0,0.0395,0.0651,UPI,Home,0
36,1616.6,6,3,1,4,2.25,260,2,2,0.4516,0.1638,Credit Card,Beauty,0
19,1365.13,4,1,1,2,4.59,95,0,3,0.4935,0.2429,Credit Card,Electronics,0
18,8077.16,3,0,0,5,4.76,298,5,2,0.1312,0.0867,Cash on Delivery,Fashion,0
42,461.63,11,0,0,4,9.11,626,2,1,0.1024,0.0442,Credit Card,Fashion,0
21,3943.73,10,1,1,1,16.08,783,6,1,0.1762,0.1261,Debit Card,Electronics,1
39,492.47,6,0,0,5,26.92,349,8,0,0.0503,0.0415,Debit Card,Electronics,1
22,739.39,6,0,0,1,2.53,735,1,0,0.0583,0.0237,UPI,Electronics,0
52,1667.39,4,0,0,3,23.65,318,4,0,0.047,0.0286,UPI,Home,0
22,3016.98,3,1,0,7,35.18,679,3,2,0.347,0.0985,Credit Card,Accessories,0
44,1132.14,13,0,0,4,18.3,1288,1,1,0.0959,0.0044,Debit Card,Electronics,1
43,515.12,9,3,0,4,37.87,524,4,1,0.2826,0.0009,Debit Card,Electronics,0
53,2160.16,8,0,0,4,6.98,761,2,1,0.1038,0.0386,Net Banking,Accessories,0
34,1274.19,7,3,1,5,17.22,554,3,2,0.375,0.1496,UPI,Home,0
31,1642.65,9,0,0,2,2.8,1412,1,0,0.0166,0.0159,Credit Card,Electronics,0
35,679.99,12,0,0,2,7.67,1338,3,0,0.0561,0.0242,UPI,Beauty,0
39,1293.74,7,0,0,3,14.18,1209,5,1,0.1014,0.075,Credit Card,Fashion,0
35,1184.74,1,1,0,3,27.17,149,2,3,0.7396,0.1669,UPI,Electronics,1
37,947.23,13,2,2,1,37.42,533,5,3,0.2321,0.1191,Credit Card,Home,0
30,759.91,8,4,2,5,32.97,392,8,4,0.4696,0.2266,UPI,Fashion,1
34,718.92,8,1,0,4,27.69,2148,1,1,0.1567,0.0333,Cash on Delivery,Fashion,0
27,1513.15,10,0,0,3,15.64,596,0,0,0.0485,0.0215,UPI,Home,0
26,3227.36,9,1,1,2,29.26,564,4,0,0.1165,0.1121,Cash on Delivery,Accessories,1
30,1219.16,2,0,0,4,51.57,445,8,2,0.1771,0.0918,UPI,Home,1
36,1671.15,7,0,0,3,18.1,1210,3,1,0.0588,0.0222,UPI,Fashion,0
24,1161.64,9,1,0,4,6.87,448,2,0,0.074,0.018,UPI,Accessories,0
24,1204.08,7,0,0,4,2.43,728,2,0,0.0503,0.016,Debit Card,Fashion,0
39,1415.36,5,1,1,3,8.63,133,2,6,0.4668,0.2304,UPI,Beauty,0
30,947.21,7,2,2,2,40.82,549,6,1,0.2837,0.2859,Cash on Delivery,Electronics,0
23,1240.43,3,0,0,2,16.31,397,5,2,0.1029,0.0512,Cash on Delivery,Home,1
38,494.52,6,0,0,2,22.17,1031,0,0,0.0412,0.0257,Credit Card,Home,0
33,397.93,10,0,0,3,13.69,1372,7,0,0.0411,0.0,Debit Card,Accessories,0
42,736.91,7,2,1,2,7.4,742,1,1,0.2594,0.16,Credit Card,Grocery,0
30,1355.31,8,1,1,5,4.81,98,4,0,0.1725,0.1061,Debit Card,Grocery,1
34,1397.6,6,4,0,4,38.24,235,5,2,0.5582,0.0782,UPI,Accessories,1
29,1849.51,7,1,0,3,15.59,1329,2,0,0.1948,0.0208,Credit Card,Fashion,0
38,2279.32,7,0,0,3,13.9,1395,3,0,0.092,0.0312,Credit Card,Beauty,0
27,1526.94,9,0,0,3,37.08,613,3,2,0.0998,0.0262,Credit Card,Electronics,0
28,1743.51,8,0,0,3,27.43,1071,0,0,0.0652,0.0314,Debit Card,Home,0
18,1365.95,4,1,1,2,26.41,255,9,2,0.2867,0.2942,Credit Card,Electronics,1
28,574.12,14,3,0,2,14.96,1501,2,1,0.2141,0.004,Debit Card,Electronics,0
32,1225.78,7,0,0,3,18.12,1375,1,1,0.0834,0.0413,Credit Card,Home,0
50,1219.02,8,0,0,3,10.99,1183,3,0,0.0317,0.0253,Credit Card,Fashion,0
22,1708.03,7,0,0,3,3.44,940,1,1,0.0686,0.0442,Credit Card,Beauty,1
46,1932.84,9,0,0,4,4.71,2234,1,0,0.046,0.0227,UPI,Electronics,0
41,2188.2,7,1,0,5,12.1,844,4,1,0.2249,0.0047,Debit Card,Electronics,1
48,2542.82,11,0,0,5,6.18,182,1,0,0.007,0.0433,Debit Card,Home,0
62,1530.7,6,0,0,2,8.01,642,2,1,0.0705,0.058,UPI,Fashion,0
47,2705.15,7,1,0,3,16.73,763,2,1,0.1779,0.0201,UPI,Electronics,0
42,915.13,5,1,0,5,13.0,999,2,0,0.1665,0.0289,Credit Card,Beauty,0
22,1876.53,5,0,0,4,13.76,581,1,0,0.018,0.0431,Credit Card,Electronics,0
40,1910.71,8,2,1,4,8.1,314,2,6,0.5169,0.1647,UPI,Accessories,0
23,2067.08,3,0,0,4,3.28,816,3,0,0.0641,0.062,Cash on Delivery,Fashion,0
37,1377.79,10,1,0,5,15.17,1323,3,1,0.1252,0.0513,Credit Card,Electronics,0
19,2112.32,9,1,0,4,14.56,2026,1,2,0.2412,0.0394,UPI,Accessories,0
40,1135.46,6,0,0,3,16.02,358,4,0,0.0443,0.0343,Debit Card,Accessories,1
18,1137.03,8,0,0,5,22.52,751,1,1,0.0965,0.055,Debit Card,Electronics,0
44,2364.25,9,0,0,2,4.79,344,0,0,0.026,0.0689,Credit Card,Fashion,0
31,2629.99,9,0,0,3,12.42,661,1,0,0.0439,0.0,Credit Card,Home,0
35,1208.2,6,0,0,3,4.67,493,2,0,0.0664,0.0578,Debit Card,Fashion,0
27,884.19,6,0,0,4,9.12,1013,1,0,0.0758,0.0578,Credit Card,Beauty,0
40,1155.17,9,0,0,3,12.55,333,3,2,0.1003,0.0554,UPI,Grocery,1
18,2198.99,8,0,0,2,24.13,913,3,1,0.0893,0.025,UPI,Home,0
39,1653.74,3,1,0,3,20.58,82,4,5,0.4151,0.0888,Debit Card,Electronics,1
45,2402.77,4,0,0,1,12.29,557,4,1,0.0885,0.0626,UPI,Accessories,0
46,2471.28,11,3,2,4,5.98,778,4,1,0.2416,0.1844,Credit Card,Beauty,0
31,1899.11,10,0,0,3,25.63,479,0,1,0.1332,0.0329,UPI,Electronics,0
40,1313.57,12,1,1,2,6.7,1133,2,1,0.1377,0.12,Cash on Delivery,Beauty,1
30,1530.44,2,1,0,3,11.11,898,3,0,0.3675,0.1342,UPI,Grocery,0
37,3588.67,3,0,0,4,19.44,876,1,0,0.0683,0.0588,UPI,Beauty,0
41,538.86,8,1,0,4,5.7,223,2,0,0.1345,0.033,Debit Card,Grocery,0
39,3374.81,2,1,0,3,16.17,2199,1,0,0.3252,0.0771,UPI,Fashion,0
46,1305.04,9,1,0,4,25.79,348,0,1,0.2033,0.0022,Cash on Delivery,Electronics,0
38,2003.34,5,3,2,7,21.16,254,6,1,0.4825,0.395,UPI,Fashion,1
28,2762.25,7,1,1,3,32.7,338,5,3,0.2655,0.1291,Credit Card,Beauty,0
39,1685.74,9,2,2,2,7.06,433,1,1,0.2254,0.2338,UPI,Accessories,0
28,1241.44,10,2,2,4,20.49,471,1,6,0.5639,0.2031,UPI,Fashion,1
19,1474.38,6,1,1,5,43.86,246,5,1,0.1696,0.1612,UPI,Electronics,1
34,613.6,6,0,0,3,4.14,1997,1,1,0.1198,0.0712,UPI,Home,0
27,636.01,7,0,0,3,22.88,556,4,0,0.0668,0.0562,Debit Card,Electronics,0
30,1144.27,12,0,0,4,14.75,2182,2,0,0.0305,0.0058,UPI,Grocery,0
41,1082.86,7,0,0,6,9.35,1000,0,2,0.2597,0.0131,UPI,Electronics,0
20,2650.13,12,0,0,3,10.5,321,2,0,0.0,0.0,Cash on Delivery,Home,0
44,796.75,7,0,0,5,26.15,1082,1,0,0.0616,0.038,UPI,Home,0
31,884.26,8,0,0,4,12.19,444,1,0,0.0423,0.0281,Net Banking,Electronics,0
27,1080.29,9,2,1,3,3.65,1987,5,2,0.2712,0.1067,Debit Card,Home,1
43,4265.84,4,0,0,3,21.63,133,4,2,0.1715,0.0796,Debit Card,Beauty,1
24,651.67,9,1,0,5,11.92,575,1,0,0.0974,0.0088,Credit Card,Electronics,0
40,851.97,8,0,0,3,17.6,431,3,2,0.1136,0.0144,UPI,Fashion,0
25,2649.21,9,1,1,4,23.48,413,5,3,0.2291,0.1323,Cash on Delivery,Home,0
34,1389.06,9,1,1,3,2.74,935,2,1,0.1662,0.0839,Cash on Delivery,Grocery,0
48,602.28,11,1,0,4,15.57,686,3,1,0.1416,0.0241,Cash on Delivery,Electronics,0
32,609.73,3,1,1,4,28.87,79,4,1,0.342,0.3285,Cash on Delivery,Home,0
31,533.35,3,0,0,3,34.47,529,8,0,0.069,0.0252,UPI,Fashion,0
23,586.62,9,0,0,3,28.73,1226,2,1,0.1017,0.048,UPI,Electronics,1
29,1910.59,6,0,0,5,5.67,1291,1,0,0.0967,0.0092,Debit Card,Home,0
18,715.78,12,2,2,5,17.06,720,3,2,0.2345,0.174,Cash on Delivery,Accessories,1
33,591.07,7,0,0,4,4.59,672,0,0,0.0828,0.0036,UPI,Electronics,0
27,1992.29,7,1,0,4,25.42,799,2,1,0.1931,0.048,Cash on Delivery,Home,0
34,1234.02,7,0,0,5,16.38,1265,3,1,0.0792,0.04,Credit Card,Beauty,0
37,3006.18,7,1,0,3,4.65,1652,3,0,0.0975,0.0171,Debit Card,Electronics,0
38,952.17,15,0,0,4,12.71,955,1,1,0.0333,0.0,Debit Card,Fashion,0
48,632.39,7,0,0,2,28.78,907,3,1,0.0698,0.0483,UPI,Fashion,0
18,709.21,3,1,1,6,21.22,243,8,1,0.3129,0.3257,Cash on Delivery,Electronics,0
22,2627.4,10,1,0,4,12.21,983,4,2,0.1289,0.0316,UPI,Home,1
37,2463.24,8,4,1,2,3.78,1018,2,1,0.4273,0.1574,UPI,Fashion,0
28,1141.45,5,0,0,3,18.43,779,1,1,0.124,0.0368,Credit Card,Accessories,0
29,1668.04,10,3,2,7,41.89,477,7,3,0.3631,0.205,Debit Card,Beauty,1
38,2653.2,3,0,0,2,14.11,2969,4,1,0.1072,0.0693,Credit Card,Beauty,0
38,786.9,6,2,0,4,21.36,929,2,0,0.2485,0.0754,Net Banking,Home,0
25,883.68,8,3,0,3,21.5,317,4,1,0.3105,0.0447,UPI,Fashion,1
25,322.22,10,0,0,5,9.62,185,3,0,0.0386,0.0063,Debit Card,Fashion,0
26,1288.34,13,0,0,1,15.33,507,3,1,0.0768,0.0091,Debit Card,Fashion,0
28,3707.07,5,1,0,3,20.31,148,5,4,0.3566,0.0249,Credit Card,Fashion,0
38,1241.37,8,3,2,8,38.47,676,6,0,0.3051,0.2835,Credit Card,Accessories,1
39,1657.3,11,0,0,3,13.96,629,2,1,0.1227,0.0314,UPI,Beauty,0
31,718.3,11,0,0,4,20.46,86,3,2,0.1428,0.0124,Cash on Delivery,Beauty,0
34,1552.91,6,0,0,2,7.92,325,1,0,0.0703,0.0421,Net Banking,Fashion,0
32,2952.16,7,0,0,4,11.93,394,0,0,0.06,0.0176,Debit Card,Grocery,0
35,958.86,9,0,0,3,39.35,358,3,2,0.1277,0.0388,UPI,Home,0
33,1215.57,6,0,0,6,24.82,571,4,3,0.1226,0.0327,UPI,Electronics,1
40,1109.99,3,0,0,3,14.0,904,2,1,0.1221,0.0627,Credit Card,Electronics,0
41,3490.32,10,1,1,2,7.06,365,3,1,0.1543,0.1084,Debit Card,Electronics,0
29,2379.17,6,0,0,2,8.77,578,3,0,0.0592,0.0004,Cash on Delivery,Electronics,0
26,1554.86,4,1,0,2,27.34,520,1,0,0.2077,0.0452,UPI,Electronics,1
23,1839.55,14,4,1,4,2.84,489,3,0,0.2224,0.0548,UPI,Home,1
34,1885.49,7,0,0,2,9.75,726,1,0,0.0,0.0408,UPI,Electronics,0
21,931.68,7,0,0,5,3.07,635,2,1,0.0802,0.0187,UPI,Home,1
35,2191.9,5,1,0,3,11.69,432,0,0,0.1716,0.0877,Debit Card,Electronics,0
45,2172.01,8,2,0,3,18.76,1699,1,0,0.2503,0.0105,Cash on Delivery,Beauty,0
26,1354.78,8,1,1,3,50.53,670,2,5,0.3904,0.1488,Net Banking,Beauty,1
31,633.86,11,1,0,3,4.08,1244,0,0,0.0953,0.0,Debit Card,Home,0
29,1341.79,13,2,0,5,17.62,627,2,0,0.157,0.0074,Credit Card,Electronics,0
21,418.61,6,2,1,3,31.28,657,2,1,0.3395,0.2183,Credit Card,Accessories,1
52,2554.21,2,0,0,2,9.12,1130,1,1,0.1791,0.0817,UPI,Beauty,1
48,1267.05,10,1,0,2,5.36,1828,3,0,0.0962,0.0307,Credit Card,Home,0
27,2067.24,6,0,0,3,19.05,381,2,1,0.1296,0.0416,UPI,Home,0
35,964.14,9,1,0,5,25.23,711,4,0,0.0722,0.0567,Credit Card,Fashion,0
37,1210.19,9,0,0,3,9.2,491,1,0,0.0429,0.0484,Debit Card,Grocery,0
36,1717.15,9,0,0,3,25.61,595,5,0,0.006,0.0047,UPI,Accessories,0
50,2589.84,13,1,0,6,6.85,1661,0,0,0.0718,0.0223,Debit Card,Fashion,0
35,1158.54,9,1,0,5,23.52,746,1,0,0.1403,0.0267,UPI,Grocery,0
36,538.31,3,0,0,1,3.95,1731,2,0,0.0573,0.047,Credit Card,Accessories,0
40,1283.53,5,0,0,3,6.28,776,0,0,0.0506,0.0482,UPI,Fashion,0
31,1498.61,6,1,1,2,31.24,157,1,3,0.3101,0.177,Credit Card,Accessories,1
45,1958.61,4,0,0,2,18.83,744,4,0,0.056,0.0684,Debit Card,Fashion,0
42,819.21,12,1,1,1,12.02,566,3,2,0.1566,0.1106,Credit Card,Fashion,0
39,633.44,6,0,0,2,13.51,797,3,2,0.1235,0.0608,UPI,Accessories,0
20,2209.65,7,1,0,2,11.49,1117,8,0,0.136,0.0282,Credit Card,Grocery,0
30,1257.62,6,1,1,2,8.48,336,10,2,0.2045,0.1857,Credit Card,Accessories,1
30,2404.99,4,0,0,3,18.82,231,4,0,0.0724,0.0407,UPI,Grocery,0
36,391.83,2,0,0,5,33.04,403,4,3,0.2553,0.1209,Credit Card,Accessories,1
41,426.41,7,0,0,2,18.22,1370,1,0,0.0614,0.0516,Net Banking,Home,0
28,2717.23,8,1,1,5,34.44,198,6,1,0.1901,0.1334,Credit Card,Home,1
36,1731.39,9,0,0,1,16.38,193,4,0,0.0984,0.0024,UPI,Grocery,1
41,5681.72,13,1,1,4,7.44,598,1,0,0.0942,0.1211,Net Banking,Accessories,0
51,2555.04,7,0,0,3,4.42,359,5,0,0.0549,0.0394,UPI,Fashion,1
23,1114.69,10,2,0,2,7.0,592,2,1,0.1992,0.0456,Credit Card,Fashion,1
44,1044.09,4,1,0,3,24.54,856,3,1,0.2899,0.073,UPI,Beauty,0
31,1485.01,11,0,0,5,4.12,1315,3,1,0.0811,0.0049,Debit Card,Accessories,0
42,2948.94,6,0,0,4,18.95,1269,3,0,0.1023,0.0567,UPI,Home,0
27,3927.98,5,1,1,6,37.4,998,8,5,0.2584,0.224,Debit Card,Grocery,1
34,1152.86,4,0,0,5,27.5,347,0,2,0.2594,0.0677,Credit Card,Home,0
53,1634.74,12,1,1,2,8.55,857,2,0,0.0603,0.0906,Credit Card,Accessories,0
27,781.02,5,5,1,2,45.11,417,5,4,0.827,0.2242,Debit Card,Accessories,1
22,830.69,5,0,0,5,12.14,218,3,5,0.2712,0.0354,Credit Card,Beauty,0
35,1324.25,8,0,0,1,22.78,1467,1,0,0.0575,0.0252,Credit Card,Grocery,0
28,876.45,9,1,0,2,1.7,897,2,0,0.1107,0.0192,Credit Card,Home,0
38,1706.76,9,1,1,3,13.61,1125,1,1,0.1951,0.1303,UPI,Beauty,0
37,2841.08,9,1,0,5,1.78,588,1,1,0.1528,0.0286,UPI,Home,0
44,1549.66,8,1,1,4,7.39,702,1,0,0.1348,0.1077,UPI,Electronics,0
41,2541.42,6,1,1,3,40.58,76,3,2,0.2808,0.1336,UPI,Fashion,0
38,983.26,6,0,0,4,18.87,128,5,0,0.0214,0.0527,UPI,Electronics,0
56,764.84,7,1,0,2,27.02,604,0,1,0.259,0.0375,Cash on Delivery,Grocery,0
38,1273.94,5,1,0,5,43.56,81,4,3,0.31,0.0568,Credit Card,Accessories,1
33,2141.13,8,1,0,3,15.1,586,3,0,0.1643,0.043,Credit Card,Fashion,1
33,1582.11,10,0,0,5,6.36,400,0,0,0.0166,0.0263,UPI,Accessories,1
29,1391.73,9,1,1,5,12.43,240,0,0,0.1119,0.0935,Net Banking,Fashion,0
35,1879.32,7,0,0,6,7.17,1149,3,1,0.0996,0.0465,Debit Card,Home,0
36,657.71,10,0,0,3,3.46,1628,1,0,0.0357,0.0375,UPI,Fashion,0
37,1344.08,8,0,0,3,8.74,796,1,0,0.0583,0.0177,UPI,Beauty,0
19,3919.41,4,1,0,6,18.84,943,2,6,0.5522,0.0632,UPI,Beauty,1
35,1636.31,4,0,0,2,6.02,583,1,0,0.0496,0.0663,UPI,Grocery,0
29,2756.32,8,0,0,4,11.03,585,0,0,0.0632,0.054,UPI,Beauty,0
26,869.88,7,0,0,3,6.1,1881,1,0,0.0382,0.0188,UPI,Grocery,0
31,859.15,8,0,0,2,7.62,865,1,0,0.0395,0.0033,Credit Card,Fashion,0
44,1744.25,8,0,0,5,19.93,706,2,2,0.1051,0.022,UPI,Electronics,1
46,1479.38,8,3,0,1,10.14,2129,2,1,0.3009,0.0389,Net Banking,Home,0
33,342.77,8,1,0,4,13.37,1211,1,1,0.1886,0.0491,Credit Card,Home,0
26,2210.25,10,2,0,5,10.23,1400,4,1,0.1818,0.0164,UPI,Home,1
33,1873.8,10,0,0,2,11.25,649,3,0,0.0374,0.009,Credit Card,Electronics,0
